_id,content,Contenu
ObjectId(57bb66e5a7bc64c1268e203a),Your food data shows inadequate protein. A portion of protein-rich food makes up a quarter of your meal. A portion of cooked meat should be about the size of your palm or a deck of cards. Choose lean protein prepared with less added salt.,Une portion de nourriture riche en protéines constitue un quart de votre repas Une portion de viande cuite devrait être à peu près de la taille de votre paume ou un jeu de cartes Choisissez une protéine maigre préparée avec moins de sel ajouté.
ObjectId(57bb6729a7bc64c1268e2043),"Your food data shows inadequate protein. Try adding extra protein in your diet such as lean meat, poultry, fish, beans, legumes and peanut butter!","Vos données alimentaires indiquent une protéine insuffisante. Essayez d'ajouter des protéines supplémentaires dans votre alimentation comme la viande maigre, la volaille, le poisson, les haricots, les légumineuses et le beurre d'arachide!"
ObjectId(57bb6782a7bc64c1268e204d),Your food data shows a high amount of carbohydrates. A portion of grain products should make up a quarter of your meal. A portion size is about the size of your fist or a tennis ball. Choose whole grains for more nutrients and make your carbs count!,Les portions de vos produits alimentaires représentent une grande quantité d'hydrates de carbone et une partie des produits céréaliers devrait constituer un quart de votre repas. La taille d'une portion est à peu près la taille de votre poing ou d'une balle de tennis. compter!
ObjectId(57bb67a3a7bc64c1268e2056),Your food data shows a high amount of carbohydrates. Remember vegetables that are low in starch or carbs make up at least half your meal. Replace some of the carbs in your meal with green leafy vegetables and red/orange vegetables.,Rappelez-vous que les légumes à faible teneur en amidon ou en glucides constituent au moins la moitié de votre repas. Remplacez certains glucides de votre repas par des légumes à feuilles vertes et des légumes rouges ou orange.
ObjectId(57bb67cca7bc64c1268e2058),"To incorporate healthful carbs and increase fibre in your diet, eat whole fruits instead of drinking juice. Snack on low-fat yogurt and fruits, instead of pastries, sweets, and ice cream.","Pour incorporer des glucides santé et augmenter la fibre dans votre alimentation, manger des fruits entiers au lieu de boire du jus. Snack sur le yogourt faible en gras et des fruits, au lieu de pâtisseries, des bonbons et de la crème glacée."
ObjectId(57bb67efa7bc64c1268e2061),"Your food data indicates high amount of carbs in your diet. To make your carbs count, choose oats, barley, legumes that add more proteins to your diet as well.","Vos données alimentaires indiquent une quantité élevée de glucides dans votre alimentation. Pour faire compter vos glucides, choisissez l'avoine, l'orge, les légumineuses qui ajoutent plus de protéines à votre alimentation aussi."
ObjectId(57bb6816a7bc64c1268e2064),"Your food data indicates high carbs in your diet. Remember to choose moderate portions of starchy foods. Try to limit simple carbohydrates such as cakes, cookies, ice cream, that raise your blood glucose and add unhealthy calories.","N'oubliez pas de choisir des portions modérées d'amidon. Essayez de limiter les glucides simples tels que les gâteaux, les biscuits, la crème glacée, qui augmentent votre glycémie et ajouter des calories malsaines."
ObjectId(57bb688ea7bc64c1268e2068),"Your food data shows that there is a high amount of fats in your diet. Try reducing fat by steaming, boiling, grilling food, and avoid fried foods. Choose lean meats or trim down the visible fat.","Vos données sur les aliments montrent qu'il ya une grande quantité de graisses dans votre alimentation. Essayez de réduire la graisse en mangeant à la vapeur, en faisant bouillir, en grillant les aliments et en évitant les aliments frits."
ObjectId(57bb68caa7bc64c1268e206b),Your food data shows high fats consumption in your meal. Try to limit unhealthy fats in your diet by checking the food labels. Look for the amount of cholesterol on the label. The recommended intake is no more than 300 mg daily.,Vos données sur les aliments montrent la consommation élevée de matières grasses dans votre repas. Essayez de limiter les graisses malsaines dans votre alimentation en vérifiant les étiquettes des aliments.Consultez la quantité de cholestérol sur l'étiquette.La dose recommandée n'est pas plus de 300 mg par jour.
ObjectId(57bb68eda7bc64c1268e206d),"Your food data indicates high fats in your diet. In food products, look for items with less than 5g of total fat per serving. Also avoid foods with higher saturated and trans fats. Avoid products that have ""hydrogenated"" or ""partially-hydrogenated"" vegetable oils indicated on the package.",Évitez les produits qui contiennent des graisses saturées et des gras trans. Évitez les produits qui ont hydrogéné ou Huiles végétales partiellement hydrogénées indiquées sur l'emballage.
ObjectId(57bb690ba7bc64c1268e206f),"Your food data indicates high fats in your diet. Here are some tips to reduce fat: choose lean meat, limit egg yolks to 4 a week, eat more skinless poultry/fish and less red meat, and limit organ meats such as liver, kidneys.","Voici quelques conseils pour réduire la graisse: choisir la viande maigre, limiter les jaunes d'oeufs à 4 par semaine, manger plus de volaille / poisson sans peau et moins de viande rouge, et limiter les viandes d'organes comme le foie, reins."
ObjectId(57bb6938a7bc64c1268e2071),"Your food data indicates high fats in your diet. Here are some more tips to reduce fat: skim off fat in soup broth, use less butter, gravy, sauces, dressings; choose low-fat version of dairy products.","Voici quelques conseils supplémentaires pour réduire la graisse: écrémage de la graisse dans le bouillon de la soupe, utiliser moins de beurre, sauce, sauces, pansements, choisissez la version faible en matières grasses des produits laitiers."
ObjectId(57bb6976a7bc64c1268e2073),"Your food data shows inadequate fibre. Incorporate more fibre by eating more fruits and vegetables, whole grains, and legumes","Vos données alimentaires montrent une fibre insuffisante. Incorporer plus de fibres en mangeant plus de fruits et de légumes, de grains entiers et de légumineuses"
ObjectId(57bb6993a7bc64c1268e2076),Your food data shows high caloric intake in your recent meal. Eating more calories than you need can lead to weight gain and poor sleep. A tip to avoid overeating is to eat at regular intervals throughout the day.,Vos données sur les aliments indiquent un apport calorique élevé lors de votre repas récent: manger plus de calories que vous n'en avez besoin peut entraîner un gain de poids et un mauvais sommeil.
ObjectId(57bb69b6a7bc64c1268e2078),Your food data indicates high caloric intake in your recent meal. Eating too much can cause problems such as indigestion or discomfort. Click below for a simple guide on portion control.,Vos données alimentaires indiquent un apport calorique élevé dans votre repas récent. Manger trop peut causer des problèmes tels que l'indigestion ou l'inconfort.
ObjectId(57bb69d3a7bc64c1268e207a),"Your food data indicates high caloric intake. Cut back on empty calories such as sweets, high-fat junk food. Drink water and eat healthy snacks between meals to avoid hunger, such as precut vegetables and low-fat yogurt.","Vos données alimentaires indiquent un apport calorique élevé, réduisez les calories vides comme les bonbons, la malbouffe à haute teneur en matières grasses, buvez de l'eau et mangez des collations santé entre les repas pour éviter la faim, comme les légumes pré-coupés et le yogourt faible en gras."
ObjectId(57bb69faa7bc64c1268e207d),"It seems you are eating more than your caloric distribution for your meals. Foods high in fibre helps you feel full and also good for your blood glucose and cholesterol levels. Incorporate more whole grains, legumes, cereals, and vegetables in your diet.","Il semble que vous mangez plus que votre distribution calorique pour vos repas. Les aliments riches en fibres vous aide à vous sentir plein et aussi bon pour votre taux de glycémie et de cholestérol. Incorporer plus de grains entiers, de légumineuses, de céréales et de légumes dans votre alimentation."
ObjectId(57bb6a22a7bc64c1268e207f),It seems you are eating more than your caloric distribution for your meals. A helpful tip is to eat slowly so that your brain can register feeling satiated before you go for seconds. It also makes you chew your food more thoroughly which helps with digestion.,Il semble que vous mangez plus que votre distribution calorique pour vos repas.Un conseil utile est de manger lentement de sorte que votre cerveau peut enregistrer sentir rassasié avant de partir pendant secondes.Il vous fait également mâcher votre nourriture plus complètement ce qui aide à la digestion. 
ObjectId(57bb6a4fa7bc64c1268e2081),"Your food intake data indicates high caloric intake for your recent meal. It's okay to have an appetite and enjoy the foods you eat. Remember to build in some physical activity to offset your intake. After logging your exercise, you can check your caloric balance under the ""Progress"" tab.","Vos données sur l'apport alimentaire indiquent un apport calorique élevé pour votre repas récent. Il est normal d'avoir de l'appétit et de profiter des aliments que vous mangez. Sous l'onglet ""Progress""."
ObjectId(57bb6b1ba7bc64c1268e2085),Your meal scores are in a good range but can be better. Ask our health expert for nutrition tips.,"Vos scores de repas sont dans une bonne gamme, mais peut être mieux. Demandez à notre spécialiste de la santé pour des conseils nutritionnels."
ObjectId(57d8cc23365760fb52de7d35),"Hi!  My name is Nikki; I am your Health Coach from the GlucoGuide US Corp.  Click here to see my info in detail and members of the GlucoGuide health team. 

You can also interact with me any time by clicking “Ask Expert” in the App. 

All messages you receive in the App, including the full CDC Prevent T2 Lifestyle Change Program, will also be emailed to you so you can also view all contents on your computer.","Je m'appelle Nikki, je suis votre Health Coach de GlucoGuide US Corp. Cliquez ici pour voir mes informations en détail et les membres de l'équipe de santé de GlucoGuide. 
 
Vous pouvez également interagir avec moi à tout moment en cliquant sur ""Ask Expert ""dans l'application. 
 
 Tous les messages que vous recevez dans l'application, y compris le programme complet de prévention des changements de mode de vie de la CDC, vous seront également envoyés par e-mail afin que vous puissiez également afficher tout le contenu de votre ordinateur."
ObjectId(57d8cca0365760fb52de7d38),"We will be hosting the CDC Prevent T2 Lifestyle Change Program virtually and effectively via web and this app. You will also get a chance to connect and interact with your Prevent T2 Community for Q&A and discussions.  To do this, we ask you to download and install the WeChat App, available for free in the app store for iOS and Android.  Click here to see instruction on how to install WeChat, and join our chat group.","Nous allons accueillir le programme de prévention des changements de mode de vie de la CDC, pratiquement et efficacement via le Web et cette application. Vous aurez également la chance de vous connecter et d'interagir avec votre communauté T2 Prevent pour les questions et réponses. Et installez l'application WeChat, disponible gratuitement dans la boutique d'applications pour iOS et Android. Cliquez ici pour voir les instructions sur l'installation de WeChat et rejoignez notre groupe de discussion."
ObjectId(57d8cce5365760fb52de7d3a),"Before our First Session, please weigh yourself, and record your initial weight in the app under Menu>Profile.  An in-App reminder will be sent to you every 2 days if you have not recorded your weight.   

This is our First session.  Click to view the full content.","Avant notre première session, veuillez vous peser et enregistrer votre poids initial dans l'application sous Menu> Profile. Un rappel dans l'application vous sera envoyé tous les 2 jours si vous n'avez pas enregistré votre poids. 
 
C'est notre Première session. Cliquez pour voir le contenu complet. "
ObjectId(57d8cd21365760fb52de7d3d),"Before our Second Session, please weigh yourself, and log your weight in the app by clicking “Log” and choose Weight.  An in-App reminder will be sent to you every 2 days if you have not recorded your weight.    

This is our Second session.  Click to learn its full content.","Avant notre deuxième session, pesez-vous et notez votre poids dans l'application en cliquant sur ""Journal"" et choisissez Poids. Un rappel dans l'application vous sera envoyé tous les 2 jours si vous n'avez pas enregistré votre poids. 
 
Il s'agit de notre deuxième session. Cliquez pour en savoir plus sur son contenu complet. "
ObjectId(581bfa0be9c84a1128f5d464),"Processed/cured meats such as hotdogs, ham, bacon, and cold cuts contain high level of sodium and fat. They also contain food additives (nitrates) associated with increased risk of colorectal cancer. Enjoy these foods sparingly to protect your health.","Les viandes traitées comme les hot-dogs, le jambon, le bacon et les charcuteries contiennent un taux élevé de sodium et de graisse. Elles contiennent également des additifs alimentaires (nitrates) associés à un risque accru de cancer colorectal."
ObjectId(581bfbc8eb8a6edf27593f51),"Fats are not your enemy! Go for the healthy fats from canola and olive oil, as well as sources of omega-3 and omega-6 in fish, nuts, and seeds. You should skip the butter and trim the animal fat in your meal.","Les matières grasses ne sont pas votre ennemi! Allez pour les graisses saines de canola et d'huile d'olive, ainsi que les sources d'oméga-3 et oméga-6 dans les poissons, les noix et les graines. repas."
ObjectId(581bfc02c0b3612f28b8adcc),"For effective weight control, be sure to eat at least 25g of fibre a day. Go for grains with at least 4g of fibre per serving. Include more fruits, vegetables, and legumes in your diet.","Pour un contrôle efficace du poids, veillez à consommer au moins 25g de fibres par jour. Allez pour les grains avec au moins 4g de fibre par portion.Inclure plus de fruits, de légumes et de légumineuses dans votre alimentation."
ObjectId(581bfc87c0b3612f28b8adce),"Not all fat are bad! Try to replace saturated fat with unsaturated fat for healthier choice and weight control. For example, use vegetables oils during cooking, such as Canola, corn, olive, soybean, sunflower etc. Limit butter, hard margarine, lard and shortening, etc.","Par exemple, utiliser des huiles de légumes pendant la cuisson, comme le canola, le maïs, l'olive, le soja, le tournesol, etc. Limitez le beurre, la margarine dure, le beurre, Le saindoux et le shortening, etc. "
ObjectId(581bfcbdeb8a6edf27593f53),Having challenges in portion control when eating out? Try these tips: stop a couple of times during meals and ask yourself if you're still hungry. Consider eating half of your plate and pack the rest. Eat slowly and mindfully.,"Essayez de vous arrêter quelques fois au cours des repas et demandez-vous si vous avez encore faim. Envisagez de manger la moitié de votre assiette et d'emballer le reste, mangez lentement et consciemment."
ObjectId(581bfcf9e9c84a1128f5d466),"Is Bowel cleanse a new way to lose weight ? A bowel cleanse is used to remove waste from the bowel, but there is no evidence that they help with losing weight and digestive ststyem. You don't need a bowel cleanse unless your doctor recommended for specific reason.","L'intestin nettoie-t-il une nouvelle façon de perdre du poids? Un nettoyage intestinal est utilisé pour éliminer les déchets de l'intestin, mais il n'y a aucune preuve qu'ils aident à perdre du poids et ststyem digestif. Pour des raisons spécifiques. "
ObjectId(581bfd1cc0b3612f28b8add0),"A new journey - losing weight step by step! 1. Set up small, doable goals to reach your final distination. 2. Have heathy meals and eating habits. 3. Get enough sleep and manage stress. 4. Get active!",Un nouveau voyage - perdre du poids étape par étape 1. Mettre en place de petits objectifs réalisables pour atteindre votre distination finale 2. Avoir des repas honteux et des habitudes alimentaires 3. Obtenir suffisamment de sommeil et gérer le stress 4. Soit actif!
ObjectId(581bfdc1278a48f82703e83b),"Don’t forget to log the extra condiments, sauces, and butter that you use. Barbecue sauce and condiments such as ketchup, or salad dressing can contain a lot of hidden sugar and fat.","La sauce barbecue et les condiments tels que le ketchup ou la vinaigrette peuvent contenir beaucoup de sucre et de graisse cachés. N'oubliez pas de consigner les condiments supplémentaires, les sauces et le beurre que vous utilisez."
ObjectId(581bfe2a278a48f82703e83d),"Processed/cured meats such as hotdogs, ham, bacon, and cold cuts contain high level of sodium and fat. They also contain food additives (nitrates) associated with increased risk of colorectal cancer. Enjoy these foods sparingly to protect your health.","Les viandes traitées comme les hot-dogs, le jambon, le bacon et les charcuteries contiennent un taux élevé de sodium et de graisse. Elles contiennent également des additifs alimentaires (nitrates) associés à un risque accru de cancer colorectal."
ObjectId(581bfe5deb8a6edf27593f55),"10 quick and easy tips to cut your sodium intake! Enjoy more fresh fruit and vegetables, unsalted snacks, unsalted butter, reduced salt tomato sauce, etc.","10 conseils rapides et faciles pour réduire votre apport en sodium! Profitez plus de fruits et légumes frais, collations sans sel, beurre non salé, sauce tomate salée réduite, etc."
ObjectId(581bfe86c0b3612f28b8add2),"Have you ever heard about the DASH diet? DASH is a healthy eating plan aimed to prevent and treat high blood pressure, it focuses on fruits and vegetables, grains, and low fat protein choices. Want to learn more about DASH? Click the link below!","Avez-vous déjà entendu parler du régime DASH? DASH est un plan d'alimentation saine visant à prévenir et traiter l'hypertension artérielle, il se concentre sur les fruits et légumes, les céréales et les choix de protéines faible en gras. au dessous de!"
ObjectId(581bff89eb8a6edf27593f57),Did you know that one of the diabetes complications is erectile dysfunction? It's important to manage your diabetes with our app to prevent such a problem! It's worth the effort. What do you think?,Saviez-vous qu'une des complications du diabète est la dysfonction érectile? Il est important de gérer votre diabète avec notre application pour éviter un tel problème!
ObjectId(581bffed278a48f82703e83f),"1/4 cup of almonds make a great snack for diabetics. They're high in protein, unsaturated fats, vitamins and minerals that help people with type 2 diabetes.","1/4 tasse d'amandes font une grande collation pour les diabétiques. Ils sont riches en protéines, graisses non saturées, vitamines et minéraux qui aident les personnes atteintes de diabète de type 2."
ObjectId(581c000f278a48f82703e841),"Adding oats to your snacks can help lower regulate blood pressure and blood glucose, as well as lowering bad cholesterols. It's packed with fibre and nutrients!","Ajouter de l'avoine à vos collations peut aider à régulariser la pression artérielle et la glycémie, ainsi que l'abaissement des cholestérols mauvais. Il est emballé avec des fibres et des nutriments!"
ObjectId(581c003ec0b3612f28b8add4),Alcohol can affect your blood sugar and cause you to gain weight. Consult your healthcare provider about an appropriate amount of alcohol consumption for you.,L'alcool peut affecter votre glycémie et vous faire prendre du poids. Consultez votre fournisseur de soins de santé au sujet d'une quantité appropriée de consommation d'alcool pour vous.
ObjectId(581c0157278a48f82703e844),"Did you know, alcohol can have a delayed hypoglycemia (low blood sugar) effect up to 24 hours after consuming alcohol. If you have a drink, make sure you know how to prevent and treat low blood sugar. If you are on insulin, it's important that you eat regular meals before you drink alcohol, and eat carbohydrate-rich foods while you are drinking alcohol.","Si vous prenez un verre, assurez-vous de savoir comment prévenir et traiter la glycémie faible Si vous prenez de l'insuline, Il est important que vous mangez des repas réguliers avant de boire de l'alcool, et de manger des aliments riches en glucides pendant que vous buvez de l'alcool."
ObjectId(581c020fe9c84a1128f5d46a),"Don’t forget to log the extra condiments, sauces, and butter that you use. Barbecue sauce and condiments such as ketchup, or salad dressing can contain a lot of hidden sugar and fat.","La sauce barbecue et les condiments tels que le ketchup ou la vinaigrette peuvent contenir beaucoup de sucre et de graisse cachés. N'oubliez pas de consigner les condiments supplémentaires, les sauces et le beurre que vous utilisez."
ObjectId(581c024d278a48f82703e846),"Eating at regular intervals, no more than 6 hours apart can help you avoid unplanned snacking, and the sugar highs and lows.","Manger à intervalles réguliers, pas plus de 6 heures d'intervalle peut vous aider à éviter les collations non planifiées, et les hauts et les bas du sucre."
ObjectId(581c02f4e9c84a1128f5d46c),"Have you had an eye exam recently? High blood glucose levels can lead to blurred vision and diabetic retinopathy, causing blindness. Regular eye check-ups every 1 to 2 years is recommended for people living with diabetes.","Des examens oculaires réguliers tous les 1 à 2 ans sont recommandés pour les personnes atteintes de diabète, a-t-il ajouté."
ObjectId(581c0359e9c84a1128f5d46e),"If you are on insulin, it's important that you eat regular meals before you drink alcohol, and eat carbohydrate-rich foods while you are drinking alcohol.","Si vous prenez de l'insuline, il est important que vous mangez régulièrement des repas avant de boire de l'alcool et que vous mangez des aliments riches en glucides pendant que vous consommez de l'alcool."
ObjectId(581c039eeb8a6edf27593f59),"It's a good idea to go for a walk 1 to 2 hours after meal, that's when your blood glucose is highest.","C'est une bonne idée de faire une promenade 1 à 2 heures après le repas, c'est là que votre glycémie est la plus élevée."
ObjectId(581c0507278a48f82703e849),Some reduced-fat products use sugars and starches as substitutes. Be sure to check the nutrition label for sugar content and ingredients.,Certains produits à teneur réduite en matières grasses utilisent des sucres et des amidons comme substituts. Assurez-vous de vérifier l'étiquette nutritionnelle pour la teneur en sucre et les ingrédients.
ObjectId(581c052ae9c84a1128f5d470),"Stress can affect your blood sugar. These things can help you reduce stress: exercise, healthy foods, sleep, relaxation, spend time with loved ones, and don't forget to laugh!","Le stress peut affecter votre taux de sucre dans le sang. Ces choses peuvent vous aider à réduire le stress: exercice, aliments sains, sommeil, relaxation, passer du temps avec vos proches et n'oubliez pas de rire!"
ObjectId(581c05f2e9c84a1128f5d472),"Snacking can be a good way to manage your blood sugar, and control your hunger such that you don't overeat at your next meal. A healthy snack should ideally include 2 different food groups. For example: apple and peanut butter, or yogurt with fruits.","Snacking peut être un bon moyen de gérer votre sucre dans le sang et de contrôler votre faim de telle sorte que vous ne mangez pas trop à votre prochain repas.Un goûter sain devrait idéalement inclure 2 groupes alimentaires différents.Par exemple: pomme et beurre d'arachide, ou yogourt Avec des fruits."
ObjectId(581c06ebe9c84a1128f5d475),"Want to help your insulin work better? Start doing physical activity such as aerobic or resistance training! You can walk, bike, swim, do yoga, or lift weight.","Vous pouvez marcher, faire de la bicyclette, nager, faire du yoga ou relever le poids."
ObjectId(581c0704c0b3612f28b8add8),"What to avoid when you have diabetes: skip exercise, yoyo diets, smoking, skipping meals, late-night snacks, and binge drinking.","Que faut-il éviter lorsque vous avez le diabète: sauter l'exercice, les régimes yoyo, fumer, sauter les repas, les en-cas tard dans la nuit, et la frénésie."
ObjectId(581c07baeb8a6edf27593f5c),"If you are watching your calories intake, when eating out, you can order a soup and salad to fill you up instead of a large meal.","Si vous regardez votre apport en calories, quand vous mangez à l'extérieur, vous pouvez commander une soupe et une salade pour vous remplir au lieu d'un grand repas."
ObjectId(581c07e3278a48f82703e84c),"When you go out to exercise, carry some water, a small snack, and your diabetes supplies in a small pouch. It's always good to be prepared.","Lorsque vous sortez pour faire de l'exercice, emportez de l'eau, un petit casse-croûte et des fournitures pour le diabète dans une petite pochette. Il est toujours bon d'être préparé."
ObjectId(581c0808c0b3612f28b8adda),"When you have diabetes and you are sick with a cold, it's important to drink lots of sugar-free fluids, take your diabetes medication, eat small frequent meals and check your blood sugar. If your blood sugar level is too high, contact your healthcare provider immediately.","Lorsque vous souffrez de diabète et que vous avez un rhume, il est important de boire beaucoup de liquides sans sucre, de prendre vos médicaments pour le diabète, de manger de petits repas fréquents et de vérifier votre taux de sucre dans le sang. Immédiatement."
ObjectId(581c084beb8a6edf27593f5e),"When you have diabetes, low Glycemic Index food is better than high GI food. Some examples of low GI carbohydrates are oatmeal, pasta, sweet potatoes, legumes, and whole grain bread. Avoid high GI food such as white bread, sugar, and rice.","Les aliments à indice de glycémie faible sont meilleurs que les aliments riches en GI. Certains exemples de glucides à faible IG sont la farine d'avoine, les pâtes, les patates douces, les légumineuses et le pain à grains entiers. riz."
ObjectId(581c086de9c84a1128f5d477),"When you have hypoglycemia (low blood sugar below 4mmol/L, the symptoms include dizziness, headaches, shaking, and feeling cold. Have 15g of fast acting sugar handy for when this happens to you, which is about 3/4 cup of juice or 3 teaspoons of sugar.","Lorsque vous avez une hypoglycémie (faible taux de sucre dans le sang inférieur à 4 mmol / L, les symptômes comprennent des étourdissements, des maux de tête, des secousses et des sensations de froid. Ou 3 cuillères à café de sucre."
ObjectId(581c08b5278a48f82703e84e),"Whole grain bread, rice, and oats have a lot of soluble fibre that's beneficial for losing weight, lowering cholesterol, and managing diabetes.","Le pain à grains entiers, le riz et l'avoine contiennent beaucoup de fibres solubles qui sont bénéfiques pour perdre du poids, réduire le taux de cholestérol et gérer le diabète."
ObjectId(581c08dd278a48f82703e850),Your body needs fuel before and after exercise. Have some healthy carbs (like oatmeal) before a workout for energy and avoid hypoglycemia; include proteins after exercise to help repair muscles and boost metabolism.,"Avant de faire de l'exercice, vous aurez besoin de carburant avant et après l'exercice. Ayez quelques glucides santé (comme la farine d'avoine) avant d'avoir recours à l'énergie et évitez l'hypoglycémie."
ObjectId(581c0908e9c84a1128f5d479),Your insulin needs change with exericise and diet. Consult your specialist if you plan to start a new exercise regime or a new diet.,Votre insuline a besoin de changement avec l'exéricise et l'alimentation. Consultez votre spécialiste si vous prévoyez de commencer un nouveau régime d'exercice ou un nouveau régime.
ObjectId(581c3f92d161bebc491ab8b6),"Hey you receive a voice tip, click to hear!","Hé, vous recevez un conseil vocal, cliquez pour entendre!"
ObjectId(581c3fddd161bebc491ab8b8),"Hey you receive a voice tip, click to hear!","Hé, vous recevez un conseil vocal, cliquez pour entendre!"
ObjectId(581cc323b83e59c0531121ef),"Hey there! You have received a voice tip, click to hear!","Hé là! Vous avez reçu un conseil vocal, cliquez pour entendre!"
ObjectId(581cc362b83e59c0531121f1),"Hey there! You have received a voice tip, click to hear!","Hé là! Vous avez reçu un conseil vocal, cliquez pour entendre!"
ObjectId(581cc3a9a205938e53559218),"Hey there! You have received a voice tip, click to hear!","Hé là! Vous avez reçu un conseil vocal, cliquez pour entendre!"
ObjectId(581cc43a9f5cfbde53d60a58),"Hey there! You have received a voice tip, click to hear!","Hé là! Vous avez reçu un conseil vocal, cliquez pour entendre!"
ObjectId(581cc465b83e59c0531121f3),"Hey there! You have received a voice tip, click to hear!","Hé là! Vous avez reçu un conseil vocal, cliquez pour entendre!"
ObjectId(581cc483b83e59c0531121f5),"Hey there! You have received a voice tip, click to hear!","Hé là! Vous avez reçu un conseil vocal, cliquez pour entendre!"
ObjectId(581cc4a884a2eca753b56150),"Hey there! You have received a voice tip, click to hear!","Hé là! Vous avez reçu un conseil vocal, cliquez pour entendre!"
ObjectId(581cc4f99f5cfbde53d60a5a),"Hey there! You have received a voice tip, click to hear!","Hé là! Vous avez reçu un conseil vocal, cliquez pour entendre!"
ObjectId(581cc516a205938e5355921a),"Hey there! You have received a voice tip, click to hear!","Hé là! Vous avez reçu un conseil vocal, cliquez pour entendre!"
ObjectId(581cc53784a2eca753b56152),"Hey there! You have received a voice tip, click to hear!","Hé là! Vous avez reçu un conseil vocal, cliquez pour entendre!"
ObjectId(581cc54e9f5cfbde53d60a5c),"Hey there! You have received a voice tip, click to hear!","Hé là! Vous avez reçu un conseil vocal, cliquez pour entendre!"
ObjectId(581cc56bb83e59c0531121f7),"Hey there! You have received a voice tip, click to hear!","Hé là! Vous avez reçu un conseil vocal, cliquez pour entendre!"
ObjectId(581d78983d6a72ca32d4d4f8),"Do you have questions about how to count a drink? A ""standard"" drink is about a can of beer, a glass of table wine, or a shot of hard liquor. Check the link below to learn more!","Avez-vous des questions sur la façon de compter une boisson? Une boisson ""standard"" est d'environ une boîte de bière, un verre de vin de table, ou un coup de liqueur dure.Choisissez le lien ci-dessous pour en savoir plus!"
ObjectId(581d78bc73b150e332e8a291),"Cooking food with dry heat method can help you reduce fat intake and give food more flavor from browning! Dry heating methods include grilling, broiling, baking, roasting, sauteeing and searing. Try cooking food with your favourite herbs and spices under dry heat.","Les méthodes de chauffage à sec incluent le grillage, le grillage, la cuisson, la torréfaction, sauteeing et searing. Essayez cuire des aliments avec vos herbes préférées et des épices sous la chaleur sèche. "
ObjectId(581d78e54e0ba9fc32436550),"If you love rice, enjoy brown rice for added health benefits! Rice is one of the most popular staple food in the world, and brown rice contains more protein, fiber, calcium, vitamins, minerals and antioxidants! Brown rice just take a little bit longer to cook and you can enjoy it with your favourite dishes.","Le riz est l'un des aliments les plus populaires dans le monde, et le riz brun contient plus de protéines, de fibres, de calcium, de vitamines, de minéraux et d'antioxydants! Le riz brun prend juste un peu Un peu plus de temps pour cuisiner et vous pouvez en profiter avec vos plats préférés."
ObjectId(581d79193d6a72ca32d4d4fa),"Looking for new ways to reduce salt and sugar intake? Try to add different spices to flavour your food. For example, allspice, anise, cardamom, cinnamon, Chinese five spices, cloves, etc. Remember to keep the spices in airtight containers in a cool and dark place.","Par exemple, l'aneth, la cardamome, la cannelle, les cinq épices chinoises, les clous de girofle, etc. N'oubliez pas de garder les épices dans des récipients hermétiques Un endroit frais et sombre. "
ObjectId(581d793973b150e332e8a293),"Love tortillas? Choose whole wheat tortillas with low fat sour cream, and one or two tablespoon of guacamole as a healthy food choice!","Aimez les tortillas, choisissez des tortillas de blé entier avec de la crème sure faible en gras et une ou deux cuillères à soupe de guacamole comme choix d'aliments sains!"
